ImmGenATAC1219.peak_19	human531027
ImmGenATAC1219.peak_267609	human570451
ImmGenATAC1219.peak_267613	human570462
ImmGenATAC1219.peak_267615	human570463
ImmGenATAC1219.peak_267623	human570478
ImmGenATAC1219.peak_267633	human352369
ImmGenATAC1219.peak_267638	human570491
ImmGenATAC1219.peak_267639	human570492
ImmGenATAC1219.peak_267692	human284534
ImmGenATAC1219.peak_267732	human284645
ImmGenATAC1219.peak_267743	human284684
ImmGenATAC1219.peak_267744	human284687
ImmGenATAC1219.peak_267752	human284739
ImmGenATAC1219.peak_267762	human284747
ImmGenATAC1219.peak_267789	human284813
ImmGenATAC1219.peak_267791	human284814
ImmGenATAC1219.peak_267793	human284815
ImmGenATAC1219.peak_267795	human284824
ImmGenATAC1219.peak_267797	human284833
ImmGenATAC1219.peak_267811	human284881
ImmGenATAC1219.peak_267821	human284910
ImmGenATAC1219.peak_267824	human284911
ImmGenATAC1219.peak_267826	human284917
ImmGenATAC1219.peak_267829	human284919
ImmGenATAC1219.peak_267830	human284921
ImmGenATAC1219.peak_267838	human284925
ImmGenATAC1219.peak_267840	human284926
ImmGenATAC1219.peak_267843	human284935
ImmGenATAC1219.peak_267847	human284941
ImmGenATAC1219.peak_267848	human284942
ImmGenATAC1219.peak_267849	human284943
ImmGenATAC1219.peak_267852	human284946
ImmGenATAC1219.peak_267856	human284950
ImmGenATAC1219.peak_267865	human284958
ImmGenATAC1219.peak_267868	human284961
ImmGenATAC1219.peak_267872	human284964
ImmGenATAC1219.peak_267873	human284965
ImmGenATAC1219.peak_267875	human284968
ImmGenATAC1219.peak_267887	human284986
ImmGenATAC1219.peak_267894	human284995
ImmGenATAC1219.peak_267905	human285018
ImmGenATAC1219.peak_267908	human285024
ImmGenATAC1219.peak_267913	human285033
ImmGenATAC1219.peak_267914	human285035
ImmGenATAC1219.peak_267919	human285042
ImmGenATAC1219.peak_267921	human285046
ImmGenATAC1219.peak_267922	human285047
ImmGenATAC1219.peak_267923	human285048
ImmGenATAC1219.peak_267928	human285062
ImmGenATAC1219.peak_267931	human285065
ImmGenATAC1219.peak_267933	human285068
ImmGenATAC1219.peak_267934	human285070
ImmGenATAC1219.peak_267937	human285079
ImmGenATAC1219.peak_267951	human285098
ImmGenATAC1219.peak_267954	human285103
ImmGenATAC1219.peak_267956	human285109
ImmGenATAC1219.peak_267961	human285114
ImmGenATAC1219.peak_267963	human285115
ImmGenATAC1219.peak_267965	human285121
ImmGenATAC1219.peak_267967	human285123
ImmGenATAC1219.peak_267968	human285124
ImmGenATAC1219.peak_267989	human285148
ImmGenATAC1219.peak_267990	human285149
ImmGenATAC1219.peak_268019	human285178
ImmGenATAC1219.peak_268022	human285180
ImmGenATAC1219.peak_268023	human285181
ImmGenATAC1219.peak_268028	human285190
ImmGenATAC1219.peak_268034	human285197
ImmGenATAC1219.peak_268042	human285220
ImmGenATAC1219.peak_268050	human285227
ImmGenATAC1219.peak_268051	human285228
ImmGenATAC1219.peak_268052	human285230
ImmGenATAC1219.peak_268053	human285231
ImmGenATAC1219.peak_268056	human285232
ImmGenATAC1219.peak_268062	human285242
ImmGenATAC1219.peak_268063	human285243
ImmGenATAC1219.peak_268071	human285247
ImmGenATAC1219.peak_268073	human285248
ImmGenATAC1219.peak_268074	human285254
ImmGenATAC1219.peak_268076	human285255
ImmGenATAC1219.peak_268077	human285256
ImmGenATAC1219.peak_268078	human285258
ImmGenATAC1219.peak_268081	human285261
ImmGenATAC1219.peak_268082	human285262
ImmGenATAC1219.peak_268084	human285267
ImmGenATAC1219.peak_268091	human285290
ImmGenATAC1219.peak_268092	human285299
ImmGenATAC1219.peak_268093	human285301
ImmGenATAC1219.peak_268095	human285302
ImmGenATAC1219.peak_268096	human285305
ImmGenATAC1219.peak_268098	human285306
ImmGenATAC1219.peak_268099	human285307
ImmGenATAC1219.peak_268100	human285312
ImmGenATAC1219.peak_268110	human285325
ImmGenATAC1219.peak_268112	human285326
ImmGenATAC1219.peak_268113	human285329
ImmGenATAC1219.peak_268115	human285330
ImmGenATAC1219.peak_268116	human285333
ImmGenATAC1219.peak_268117	human285336
ImmGenATAC1219.peak_268118	human285337
ImmGenATAC1219.peak_268121	human285343
ImmGenATAC1219.peak_268125	human285352
ImmGenATAC1219.peak_268129	human285356
ImmGenATAC1219.peak_268138	human285376
ImmGenATAC1219.peak_268139	human285377
ImmGenATAC1219.peak_268140	human285383
ImmGenATAC1219.peak_268142	human285388
ImmGenATAC1219.peak_268147	human285403
ImmGenATAC1219.peak_268149	human285404
ImmGenATAC1219.peak_268151	human285406
ImmGenATAC1219.peak_268152	human285407
ImmGenATAC1219.peak_268158	human285411
ImmGenATAC1219.peak_268159	human285412
ImmGenATAC1219.peak_268160	human285413
ImmGenATAC1219.peak_268161	human285414
ImmGenATAC1219.peak_268162	human285415
ImmGenATAC1219.peak_268164	human285416
ImmGenATAC1219.peak_268165	human285417
ImmGenATAC1219.peak_268167	human285418
ImmGenATAC1219.peak_268168	human285419
ImmGenATAC1219.peak_268169	human285420
ImmGenATAC1219.peak_268171	human285422
ImmGenATAC1219.peak_268172	human285423
ImmGenATAC1219.peak_268173	human285425
ImmGenATAC1219.peak_268175	human285426
ImmGenATAC1219.peak_268177	human285427
ImmGenATAC1219.peak_268180	human285429
ImmGenATAC1219.peak_268188	human285431
ImmGenATAC1219.peak_268190	human285433
ImmGenATAC1219.peak_268196	human285438
ImmGenATAC1219.peak_268199	human285445
ImmGenATAC1219.peak_268200	human285446
ImmGenATAC1219.peak_268202	human285448
ImmGenATAC1219.peak_268203	human285449
ImmGenATAC1219.peak_268204	human285450
ImmGenATAC1219.peak_268206	human285452
ImmGenATAC1219.peak_268209	human285454
ImmGenATAC1219.peak_268211	human285455
ImmGenATAC1219.peak_268212	human285457
ImmGenATAC1219.peak_268213	human285458
ImmGenATAC1219.peak_268217	human285460
ImmGenATAC1219.peak_268219	human285461
ImmGenATAC1219.peak_268221	human285462
ImmGenATAC1219.peak_268222	human285463
ImmGenATAC1219.peak_268224	human285464
ImmGenATAC1219.peak_268229	human285472
ImmGenATAC1219.peak_268235	human285476
ImmGenATAC1219.peak_268240	human285478
ImmGenATAC1219.peak_268243	human285479
ImmGenATAC1219.peak_268249	human285482
ImmGenATAC1219.peak_268252	human285483
ImmGenATAC1219.peak_268255	human285487
ImmGenATAC1219.peak_268256	human285488
ImmGenATAC1219.peak_268257	human285492
ImmGenATAC1219.peak_268259	human285494
ImmGenATAC1219.peak_268261	human285495
ImmGenATAC1219.peak_268262	human285497
ImmGenATAC1219.peak_268263	human285499
ImmGenATAC1219.peak_268265	human285503
ImmGenATAC1219.peak_268266	human285504
ImmGenATAC1219.peak_268267	human285506
ImmGenATAC1219.peak_268268	human285507
ImmGenATAC1219.peak_268292	human285530
ImmGenATAC1219.peak_268293	human285531
ImmGenATAC1219.peak_268298	human285532
ImmGenATAC1219.peak_268305	human285535
ImmGenATAC1219.peak_268325	human285552
ImmGenATAC1219.peak_268335	human285561
ImmGenATAC1219.peak_268375	human285580
ImmGenATAC1219.peak_268377	human285589
ImmGenATAC1219.peak_268388	human285598
ImmGenATAC1219.peak_268389	human285597
ImmGenATAC1219.peak_268400	human285605
ImmGenATAC1219.peak_268404	human285606
ImmGenATAC1219.peak_268411	human285608
ImmGenATAC1219.peak_268421	human285614
ImmGenATAC1219.peak_268422	human285615
ImmGenATAC1219.peak_268423	human285616
ImmGenATAC1219.peak_268426	human285623
ImmGenATAC1219.peak_268454	human285650
ImmGenATAC1219.peak_268466	human285657
ImmGenATAC1219.peak_268469	human285659
ImmGenATAC1219.peak_268471	human285663
ImmGenATAC1219.peak_268481	human285679
ImmGenATAC1219.peak_268482	human285680
ImmGenATAC1219.peak_268484	human285681
ImmGenATAC1219.peak_268486	human285682
ImmGenATAC1219.peak_268488	human285683
ImmGenATAC1219.peak_268502	human285692
ImmGenATAC1219.peak_268503	human285693
ImmGenATAC1219.peak_268510	human285695
ImmGenATAC1219.peak_268518	human285711
ImmGenATAC1219.peak_268526	human285756
ImmGenATAC1219.peak_268528	human285762
ImmGenATAC1219.peak_268534	human285771
ImmGenATAC1219.peak_268549	human285784
ImmGenATAC1219.peak_268559	human285789
ImmGenATAC1219.peak_268573	human285795
ImmGenATAC1219.peak_268578	human285806
ImmGenATAC1219.peak_268585	human285809
ImmGenATAC1219.peak_268587	human285810
ImmGenATAC1219.peak_268593	human285811
ImmGenATAC1219.peak_268599	human285812
ImmGenATAC1219.peak_268635	human285817
ImmGenATAC1219.peak_268642	human285819
ImmGenATAC1219.peak_268646	human285820
ImmGenATAC1219.peak_268650	human285827
ImmGenATAC1219.peak_268652	human285828
ImmGenATAC1219.peak_268654	human285830
ImmGenATAC1219.peak_268657	human285831
ImmGenATAC1219.peak_268659	human285832
ImmGenATAC1219.peak_268664	human285835
ImmGenATAC1219.peak_268668	human285838
ImmGenATAC1219.peak_268682	human285845
ImmGenATAC1219.peak_268687	human285849
ImmGenATAC1219.peak_268688	human285850
ImmGenATAC1219.peak_268689	human285851
ImmGenATAC1219.peak_268690	human285852
ImmGenATAC1219.peak_268691	human285855
ImmGenATAC1219.peak_268692	human285856
ImmGenATAC1219.peak_268693	human285858
ImmGenATAC1219.peak_268695	human285862
ImmGenATAC1219.peak_268698	human285867
ImmGenATAC1219.peak_268704	human285879
ImmGenATAC1219.peak_268712	human285881
ImmGenATAC1219.peak_268732	human285900
ImmGenATAC1219.peak_268733	human285901
ImmGenATAC1219.peak_268735	human285902
ImmGenATAC1219.peak_268736	human285903
ImmGenATAC1219.peak_268737	human285904
ImmGenATAC1219.peak_268746	human285915
ImmGenATAC1219.peak_268752	human285923
ImmGenATAC1219.peak_268754	human285934
ImmGenATAC1219.peak_268766	human285953
ImmGenATAC1219.peak_268767	human285954
ImmGenATAC1219.peak_268769	human285955
ImmGenATAC1219.peak_268774	human285965
ImmGenATAC1219.peak_268819	human286022
ImmGenATAC1219.peak_268831	human286038
ImmGenATAC1219.peak_268832	human286045
ImmGenATAC1219.peak_268834	human286050
ImmGenATAC1219.peak_268837	human286054
ImmGenATAC1219.peak_268846	human286063
ImmGenATAC1219.peak_268847	human286064
ImmGenATAC1219.peak_268849	human286066
ImmGenATAC1219.peak_268858	human286085
ImmGenATAC1219.peak_268859	human286088
ImmGenATAC1219.peak_268870	human286101
ImmGenATAC1219.peak_268871	human286102
ImmGenATAC1219.peak_268875	human286107
ImmGenATAC1219.peak_268882	human286111
ImmGenATAC1219.peak_268885	human286112
ImmGenATAC1219.peak_268887	human286114
ImmGenATAC1219.peak_268888	human286117
ImmGenATAC1219.peak_268889	human286119
ImmGenATAC1219.peak_268903	human286138
ImmGenATAC1219.peak_268915	human286166
ImmGenATAC1219.peak_268919	human286171
ImmGenATAC1219.peak_268926	human286179
ImmGenATAC1219.peak_268932	human286186
ImmGenATAC1219.peak_268933	human286188
ImmGenATAC1219.peak_268939	human286196
ImmGenATAC1219.peak_268941	human286197
ImmGenATAC1219.peak_268952	human286212
ImmGenATAC1219.peak_268968	human286228
ImmGenATAC1219.peak_268969	human286229
ImmGenATAC1219.peak_268970	human286230
ImmGenATAC1219.peak_268971	human286231
ImmGenATAC1219.peak_268973	human286233
ImmGenATAC1219.peak_268974	human286234
ImmGenATAC1219.peak_268976	human286235
ImmGenATAC1219.peak_268977	human286236
ImmGenATAC1219.peak_268981	human286237
ImmGenATAC1219.peak_268982	human286238
ImmGenATAC1219.peak_268983	human286240
ImmGenATAC1219.peak_268985	human286242
ImmGenATAC1219.peak_268986	human286243
ImmGenATAC1219.peak_268988	human286244
ImmGenATAC1219.peak_268990	human286245
ImmGenATAC1219.peak_269002	human286254
ImmGenATAC1219.peak_269005	human286260
ImmGenATAC1219.peak_269010	human286263
ImmGenATAC1219.peak_269012	human286265
ImmGenATAC1219.peak_269014	human286271
ImmGenATAC1219.peak_269016	human286272
ImmGenATAC1219.peak_269017	human286273
ImmGenATAC1219.peak_269025	human286281
ImmGenATAC1219.peak_269027	human286282
ImmGenATAC1219.peak_269029	human286283
ImmGenATAC1219.peak_269032	human286285
ImmGenATAC1219.peak_269033	human286286
ImmGenATAC1219.peak_269034	human286291
ImmGenATAC1219.peak_269045	human286306
ImmGenATAC1219.peak_269048	human286308
ImmGenATAC1219.peak_269055	human286311
ImmGenATAC1219.peak_269058	human286314
ImmGenATAC1219.peak_269076	human286335
ImmGenATAC1219.peak_269081	human286342
ImmGenATAC1219.peak_269083	human286343
ImmGenATAC1219.peak_269097	human286352
ImmGenATAC1219.peak_269103	human286363
ImmGenATAC1219.peak_269105	human286364
ImmGenATAC1219.peak_269106	human286365
ImmGenATAC1219.peak_269110	human286371
ImmGenATAC1219.peak_269112	human286372
ImmGenATAC1219.peak_269126	human286375
ImmGenATAC1219.peak_269136	human286391
ImmGenATAC1219.peak_269142	human286398
ImmGenATAC1219.peak_269147	human286401
ImmGenATAC1219.peak_269148	human286404
ImmGenATAC1219.peak_269150	human286405
ImmGenATAC1219.peak_269151	human286409
ImmGenATAC1219.peak_269152	human286411
ImmGenATAC1219.peak_269176	human286422
ImmGenATAC1219.peak_269206	human286432
ImmGenATAC1219.peak_269284	human286450
ImmGenATAC1219.peak_269293	human286452
ImmGenATAC1219.peak_269322	human286456
ImmGenATAC1219.peak_269367	human286461
ImmGenATAC1219.peak_269417	human286473
ImmGenATAC1219.peak_269419	human286474
ImmGenATAC1219.peak_269420	human286475
ImmGenATAC1219.peak_269422	human286476
ImmGenATAC1219.peak_269423	human286477
ImmGenATAC1219.peak_269437	human286487
ImmGenATAC1219.peak_269444	human286490
ImmGenATAC1219.peak_269453	human286492
ImmGenATAC1219.peak_269488	human286501
ImmGenATAC1219.peak_269512	human286508
ImmGenATAC1219.peak_269551	human286519
ImmGenATAC1219.peak_269565	human286533
ImmGenATAC1219.peak_269581	human286536
ImmGenATAC1219.peak_269584	human286539
ImmGenATAC1219.peak_269602	human286556
ImmGenATAC1219.peak_269605	human286562
ImmGenATAC1219.peak_269608	human286564
ImmGenATAC1219.peak_269611	human286566
ImmGenATAC1219.peak_269619	human286574
ImmGenATAC1219.peak_269623	human286579
ImmGenATAC1219.peak_269625	human286580
ImmGenATAC1219.peak_269626	human286582
ImmGenATAC1219.peak_269629	human286585
ImmGenATAC1219.peak_269630	human286586
ImmGenATAC1219.peak_269639	human286592
ImmGenATAC1219.peak_269640	human286596
ImmGenATAC1219.peak_269644	human286604
ImmGenATAC1219.peak_269646	human286610
ImmGenATAC1219.peak_269648	human286611
ImmGenATAC1219.peak_269650	human286624
ImmGenATAC1219.peak_269651	human286625
ImmGenATAC1219.peak_269653	human286626
ImmGenATAC1219.peak_269657	human286601
ImmGenATAC1219.peak_269661	human286663
ImmGenATAC1219.peak_269662	human286664
ImmGenATAC1219.peak_269672	human286682
ImmGenATAC1219.peak_269674	human286683
ImmGenATAC1219.peak_269676	human286687
ImmGenATAC1219.peak_269679	human286697
ImmGenATAC1219.peak_269681	human286698
ImmGenATAC1219.peak_269690	human286700
ImmGenATAC1219.peak_269698	human286703
ImmGenATAC1219.peak_269705	human286711
ImmGenATAC1219.peak_269712	human286720
ImmGenATAC1219.peak_269715	human286728
ImmGenATAC1219.peak_269716	human286731
ImmGenATAC1219.peak_269721	human286732
ImmGenATAC1219.peak_269724	human286734
ImmGenATAC1219.peak_269725	human286736
ImmGenATAC1219.peak_269726	human286737
ImmGenATAC1219.peak_269727	human286738
ImmGenATAC1219.peak_269745	human286749
ImmGenATAC1219.peak_269758	human286753
ImmGenATAC1219.peak_269762	human286759
ImmGenATAC1219.peak_269763	human286760
ImmGenATAC1219.peak_269765	human286764
ImmGenATAC1219.peak_269768	human286769
ImmGenATAC1219.peak_269779	human286775
ImmGenATAC1219.peak_269780	human286776
ImmGenATAC1219.peak_269791	human286780
ImmGenATAC1219.peak_269793	human286781
ImmGenATAC1219.peak_269802	human286783
ImmGenATAC1219.peak_269803	human286784
ImmGenATAC1219.peak_269804	human286785
ImmGenATAC1219.peak_269807	human286786
ImmGenATAC1219.peak_269813	human286791
ImmGenATAC1219.peak_269814	human286792
ImmGenATAC1219.peak_269819	human286799
ImmGenATAC1219.peak_269820	human286802
ImmGenATAC1219.peak_269821	human286803
ImmGenATAC1219.peak_269826	human286811
ImmGenATAC1219.peak_269829	human286829
ImmGenATAC1219.peak_269838	human286845
ImmGenATAC1219.peak_269839	human286846
ImmGenATAC1219.peak_269840	human286847
ImmGenATAC1219.peak_269851	human286865
ImmGenATAC1219.peak_269852	human286871
ImmGenATAC1219.peak_269853	human286872
ImmGenATAC1219.peak_269858	human286875
ImmGenATAC1219.peak_269892	human286887
ImmGenATAC1219.peak_269894	human286888
ImmGenATAC1219.peak_269896	human286889
ImmGenATAC1219.peak_269919	human286897
ImmGenATAC1219.peak_269925	human286900
ImmGenATAC1219.peak_269929	human286903
ImmGenATAC1219.peak_269932	human286906
ImmGenATAC1219.peak_269940	human286910
ImmGenATAC1219.peak_269941	human286911
ImmGenATAC1219.peak_269948	human286913
ImmGenATAC1219.peak_269955	human286915
ImmGenATAC1219.peak_269968	human286918
ImmGenATAC1219.peak_269971	human286919
ImmGenATAC1219.peak_269973	human286920
ImmGenATAC1219.peak_269974	human286923
ImmGenATAC1219.peak_269982	human286925
ImmGenATAC1219.peak_269984	human286928
ImmGenATAC1219.peak_269985	human286929
ImmGenATAC1219.peak_269987	human286932
ImmGenATAC1219.peak_269991	human286933
ImmGenATAC1219.peak_269995	human286935
ImmGenATAC1219.peak_270005	human286944
ImmGenATAC1219.peak_270008	human286950
ImmGenATAC1219.peak_270012	human286955
ImmGenATAC1219.peak_270013	human286961
ImmGenATAC1219.peak_270017	human286969
ImmGenATAC1219.peak_270019	human286964
ImmGenATAC1219.peak_270022	human286972
ImmGenATAC1219.peak_270023	human286974
ImmGenATAC1219.peak_270024	human286981
ImmGenATAC1219.peak_270035	human287012
ImmGenATAC1219.peak_270037	human287013
ImmGenATAC1219.peak_270040	human287018
ImmGenATAC1219.peak_270041	human287019
ImmGenATAC1219.peak_270044	human287021
ImmGenATAC1219.peak_270096	human287091
ImmGenATAC1219.peak_270097	human287094
ImmGenATAC1219.peak_270100	human287095
ImmGenATAC1219.peak_270102	human287096
ImmGenATAC1219.peak_270104	human287097
ImmGenATAC1219.peak_270105	human287107
ImmGenATAC1219.peak_270108	human287112
ImmGenATAC1219.peak_270120	human287217
ImmGenATAC1219.peak_270129	human287263
ImmGenATAC1219.peak_270133	human287280
ImmGenATAC1219.peak_270135	human287286
ImmGenATAC1219.peak_270136	human287288
ImmGenATAC1219.peak_270137	human287290
ImmGenATAC1219.peak_270138	human287291
ImmGenATAC1219.peak_270158	human287330
ImmGenATAC1219.peak_270160	human287332
ImmGenATAC1219.peak_270168	human287365
ImmGenATAC1219.peak_270171	human287367
ImmGenATAC1219.peak_270174	human287383
ImmGenATAC1219.peak_270178	human287386
ImmGenATAC1219.peak_270179	human287387
ImmGenATAC1219.peak_270181	human287390
ImmGenATAC1219.peak_270182	human287395
ImmGenATAC1219.peak_270183	human287401
ImmGenATAC1219.peak_270184	human287404
ImmGenATAC1219.peak_270185	human287405
ImmGenATAC1219.peak_270188	human287406
ImmGenATAC1219.peak_270189	human287407
ImmGenATAC1219.peak_270191	human287408
ImmGenATAC1219.peak_270193	human287409
ImmGenATAC1219.peak_270194	human287412
ImmGenATAC1219.peak_270195	human287413
ImmGenATAC1219.peak_270196	human287414
ImmGenATAC1219.peak_270211	human287426
ImmGenATAC1219.peak_270212	human287428
ImmGenATAC1219.peak_270213	human287430
ImmGenATAC1219.peak_270214	human287432
ImmGenATAC1219.peak_270225	human287439
ImmGenATAC1219.peak_270229	human287445
ImmGenATAC1219.peak_270231	human287446
ImmGenATAC1219.peak_270232	human287447
ImmGenATAC1219.peak_270234	human287448
ImmGenATAC1219.peak_270237	human287451
ImmGenATAC1219.peak_270239	human287456
ImmGenATAC1219.peak_270241	human287457
ImmGenATAC1219.peak_270244	human287459
ImmGenATAC1219.peak_270247	human287470
ImmGenATAC1219.peak_270249	human287473
ImmGenATAC1219.peak_270250	human287474
ImmGenATAC1219.peak_270258	human287486
ImmGenATAC1219.peak_270265	human287494
ImmGenATAC1219.peak_270270	human287498
ImmGenATAC1219.peak_270279	human287505
ImmGenATAC1219.peak_270283	human287511
ImmGenATAC1219.peak_270291	human287514
ImmGenATAC1219.peak_270298	human225873
ImmGenATAC1219.peak_270313	human287524
